AP_PAYMENT_REF,AP_CONTRACT_REF,AP_PAYMENT_DATETIME,AP_AMOUNT_PAID,AP_PAYMENT_CHANNEL,AP_TRANSACTION_STATUS
6321934a-bcbb-4b5d-9df9-60bb8eb99bc4,AP-000119,2026-07-26 00:19:44,108.04,CARD,PENDING
4dbcd7bf-88ff-4100-b1c9-da3f6eb7e3c9,AP-000119,2026-04-19 21:53:39,108.04,CARD,PENDING
ac242fd5-5ba3-41dc-9605-430934a291ab,AP-000119,2026-03-24 04:30:14,108.04,CARD,FAILED
e81495cf-1812-4bf1-b5a7-dfd366f2e90f,AP-000120,2026-01-09 11:53:20,61.04,BANK_TRANSFER,SUCCESS
8974bd33-f674-4bc5-8a67-c6c19f91163a,AP-000120,2024-08-31 13:45:49,61.04,CARD,SUCCESS
ddb16f75-ae1c-4ab0-89c9-7860bf601553,AP-000120,2026-08-09 23:28:00,61.04,CARD,FAILED
800fcca7-9776-49c7-a2a2-7b1c14effb5a,AP-000120,2025-07-25 16:29:28,61.04,DIRECT_DEBIT,PENDING
ed151c92-9777-4e45-8157-bb9de53bcdd0,AP-000120,2025-07-24 15:17:45,61.04,BANK_TRANSFER,SUCCESS
249bb682-d700-4619-969d-b98e72a8ea7e,AP-000120,2025-03-11 01:33:48,61.04,BANK_TRANSFER,SUCCESS
488142da-b6cd-4482-a688-cd18a422b844,AP-000121,2025-05-07 16:09:56,54.87,DIRECT_DEBIT,PENDING
a1a56e21-adc0-4556-a806-15bd0cbc2c54,AP-000121,2025-10-04 04:57:33,54.87,BANK_TRANSFER,PENDING
6c9e6f36-6118-4c0e-9f82-9ac3a4d4495d,AP-000121,2026-04-21 19:08:09,54.87,BANK_TRANSFER,FAILED
73907375-d5bf-4a42-9421-23b4312f3d35,AP-000121,2025-03-09 00:55:53,54.87,CARD,FAILED
b4d6044a-e74c-4b84-a287-8a1066f8b0c3,AP-000121,2026-07-31 03:40:13,54.87,CARD,SUCCESS
5393c0e7-ade2-4b32-a242-30d3bce816c2,AP-000122,2024-12-28 16:38:39,239.46,BANK_TRANSFER,FAILED
8cfdb669-c3f1-4118-96d1-b2345aab1358,AP-000122,2026-04-15 10:37:11,239.46,BANK_TRANSFER,PENDING
418e1a8b-c01a-45d8-9e93-7972ca2d8a18,AP-000122,2026-06-17 10:43:51,239.46,CARD,FAILED
b775b22b-7790-4e55-9732-504110f992f8,AP-000123,2023-11-11 20:43:01,40.85,DIRECT_DEBIT,SUCCESS
c2fc4e83-18a2-426f-901b-7460392cf11c,AP-000123,2026-05-10 12:39:22,40.85,CARD,FAILED
f2145843-1724-4929-9e96-0047738bf191,AP-000123,2026-02-12 13:43:21,40.85,CARD,PENDING
366a4ae2-bcc8-4589-8118-c4af9daa1759,AP-000124,2026-06-06 20:49:43,180.05,CARD,FAILED
d9691b35-b94a-40d0-b299-c264fd4ae4d6,AP-000124,2026-02-10 03:29:31,180.05,BANK_TRANSFER,FAILED
0e238554-563a-4cc6-9cd5-0a4868710298,AP-000124,2025-02-07 04:26:43,180.05,CARD,SUCCESS
96402b1d-8e10-4df4-9bbc-f9aa309102d7,AP-000124,2026-04-30 20:45:37,180.05,CARD,SUCCESS
20f0cf59-d67d-4973-9542-521300dcb7f7,AP-000125,2024-07-15 07:48:17,109.42,CARD,SUCCESS
836ce4f1-78f4-4f80-a6dc-75fec5c4d4c7,AP-000125,2024-01-23 12:11:27,109.42,BANK_TRANSFER,SUCCESS
a9f5676e-6fe4-49a2-81c7-b45c8389833c,AP-000125,2024-03-25 04:55:08,109.42,BANK_TRANSFER,FAILED
8ef2e5ee-cc0b-4d79-8ea1-fa4ac57377db,AP-000125,2025-05-02 09:07:36,109.42,CARD,PENDING
0e30a27a-ea2e-4a4a-8f8e-b1a70adcaba6,AP-000126,2023-05-25 07:00:26,173.48,CARD,FAILED
e8f39f5f-717c-4813-b5e5-175f6c9974ea,AP-000126,2025-02-01 16:48:58,173.48,DIRECT_DEBIT,SUCCESS
52da5062-89ad-4abf-a6e6-8c55e77c6236,AP-000126,2025-08-29 21:24:10,173.48,CARD,SUCCESS
e5e0f920-649b-46c9-8a6f-9c89963ec63f,AP-000126,2024-05-02 19:39:57,173.48,DIRECT_DEBIT,SUCCESS
bc914c6a-fd19-40d8-9bc3-51da94f3b0e2,AP-000126,2025-06-02 19:16:18,173.48,BANK_TRANSFER,FAILED
bff75b99-0341-4ef3-8df1-e255294d928a,AP-000127,2024-10-13 03:59:23,30.53,DIRECT_DEBIT,SUCCESS
b1412b04-0ad9-43fa-9619-40bf5fc38223,AP-000127,2025-03-05 01:17:37,30.53,CARD,SUCCESS
b7e50efc-daab-4af6-a8bd-375d32215b23,AP-000128,2026-07-21 02:02:05,156.84,BANK_TRANSFER,FAILED
6d883263-684c-4229-b64f-0915a064275e,AP-000128,2025-05-16 02:52:08,156.84,DIRECT_DEBIT,PENDING
81d33227-ebed-438b-8371-656225cb9850,AP-000128,2026-08-17 22:50:47,156.84,BANK_TRANSFER,SUCCESS
7ced35f0-eccd-4a5d-ab9c-73f1dc971fe9,AP-000128,2026-07-29 23:21:44,156.84,DIRECT_DEBIT,FAILED
8ead5721-7e7d-47e1-ab08-5d001fb56537,AP-000129,2024-09-03 12:47:51,51.59,CARD,SUCCESS
68b62f92-5a4b-4087-8555-8b94bd2de7e8,AP-000129,2026-03-12 07:06:07,51.59,BANK_TRANSFER,SUCCESS
d199071e-93e1-4903-ba5d-3b9fe60be9e2,AP-000129,2026-04-13 16:53:32,51.59,BANK_TRANSFER,SUCCESS
fabb00f9-d1aa-4feb-950f-d088a2b6abdc,AP-000130,2026-03-10 09:28:22,57.95,CARD,SUCCESS
74b93265-ddab-4ea4-bf04-f7f7974dc3b5,AP-000130,2026-04-21 22:22:50,57.95,CARD,SUCCESS
d8e1a953-f3d7-42c0-b5f7-efbb9e570ae4,AP-000130,2025-08-17 20:48:05,57.95,CARD,FAILED
a9554b3c-74a0-49fb-978b-c10d83a91719,AP-000130,2024-06-01 10:11:10,57.95,DIRECT_DEBIT,FAILED
57aca09a-f785-46e1-bc1d-8350a6a80379,AP-000131,2025-12-28 10:29:50,115.73,DIRECT_DEBIT,FAILED
ee01452f-77a6-4982-b8f8-e72fcc009295,AP-000131,2025-07-21 14:36:00,115.73,CARD,FAILED
2bdfc941-a96f-40ae-8f49-56bc1c355a6b,AP-000132,2025-05-24 11:03:42,160.77,BANK_TRANSFER,PENDING
0c3c5452-79ad-46a7-8211-93d864210941,AP-000132,2025-10-27 03:57:59,160.77,CARD,FAILED
3f894ec3-b98f-409e-9fd2-ae58f3990f3a,AP-000132,2026-07-03 08:18:17,160.77,CARD,SUCCESS
931b3198-35b3-4ba5-b26d-73cb7ee340d4,AP-000133,2024-01-26 13:09:10,136.73,CARD,SUCCESS
b3da1e00-30bd-414d-a933-330b00a0cfb8,AP-000133,2023-12-17 11:26:19,136.73,CARD,SUCCESS
87f2f604-4086-488a-80b5-230fb9e96245,AP-000133,2024-12-02 05:24:54,136.73,DIRECT_DEBIT,PENDING
9c4355b5-08fb-44ac-b68b-c9de80a1e47a,AP-000134,2025-07-01 15:49:00,60.55,CARD,PENDING
8ac1a379-4516-4310-b011-4ce7f30042bc,AP-000134,2023-11-10 16:11:55,60.55,BANK_TRANSFER,PENDING
1ca1f969-5675-4761-b93a-3d4679328401,AP-000134,2025-06-13 17:47:57,60.55,DIRECT_DEBIT,PENDING
bc5a4fe0-6da9-43b5-beda-12a7cb0ec318,AP-000135,2025-09-29 19:53:10,200.66,DIRECT_DEBIT,PENDING
87a5c51d-e361-4b1e-9af6-99a9f84a1fb4,AP-000135,2026-03-25 12:30:32,200.66,CARD,SUCCESS
7cda9632-6ef4-4679-99ce-c302f4d6c88b,AP-000135,2026-07-27 02:44:49,200.66,BANK_TRANSFER,SUCCESS
177801e8-9be6-4585-b356-e3c2aa62b275,AP-000135,2026-04-20 01:59:59,200.66,CARD,SUCCESS
ee79cdf5-5cf6-4407-b277-068b9765c77b,AP-000135,2026-04-02 07:40:27,200.66,DIRECT_DEBIT,PENDING
c1666035-da8c-4b03-b233-571bd17178d3,AP-000135,2026-06-09 04:37:26,200.66,CARD,PENDING
8a7aa992-3eb3-4ccb-a59c-56a807d240c8,AP-000136,2026-04-01 01:57:21,128.33,CARD,FAILED
ce53386d-1ffc-4c46-9c72-6758390569fe,AP-000136,2026-08-11 09:13:37,128.33,BANK_TRANSFER,SUCCESS
ef8357b7-c925-4120-9c46-c6925d24de4f,AP-000137,2026-05-16 18:03:00,51.37,CARD,PENDING
10b57f25-5c8d-401e-81bd-fe353a02f67e,AP-000137,2025-10-22 05:48:26,51.37,CARD,SUCCESS
c637006b-05a3-4276-90b0-95470cf37df3,AP-000137,2024-12-29 03:27:41,51.37,DIRECT_DEBIT,FAILED
52d30d13-3f12-4b0a-ad9d-afa7a4615ead,AP-000138,2026-05-04 01:06:03,84.54,BANK_TRANSFER,SUCCESS
222790a6-47f4-4df2-aa85-c9005ce7c904,AP-000138,2026-07-29 17:31:30,84.54,BANK_TRANSFER,FAILED
7ef7aac1-ee8b-45ec-9e1a-67a9696bf7ec,AP-000139,2025-12-15 17:10:52,201.6,CARD,PENDING
5a2117d2-a4ca-4a22-909b-e3e39964c70b,AP-000139,2026-08-03 16:05:24,201.6,DIRECT_DEBIT,PENDING
9a0615af-1016-430e-b0fb-0347b185937b,AP-000140,2024-07-07 19:47:30,128.9,CARD,FAILED
6d91d5e5-1ff0-4e2a-8075-e875db494f58,AP-000140,2024-10-16 18:29:08,128.9,CARD,FAILED
87714ee9-92f4-4736-904a-9813b03516e4,AP-000140,2025-07-24 17:42:55,128.9,CARD,PENDING
8ebc5fc0-e536-47ab-b227-34c27e9d360f,AP-000140,2023-12-23 13:49:51,128.9,CARD,SUCCESS
13b7ff46-b6d5-4508-9e55-e7517dff76a5,AP-000140,2025-01-17 04:29:47,128.9,BANK_TRANSFER,FAILED
cd6c209b-45fc-4428-a825-965e7dc773ed,AP-000141,2023-10-13 17:12:10,110.69,DIRECT_DEBIT,SUCCESS
29e062cb-5a1a-4df8-a189-53cefaa3f34c,AP-000142,2024-07-27 03:49:50,188.31,DIRECT_DEBIT,SUCCESS
358630d4-f9bf-4286-b338-6b5199cbaab6,AP-000142,2023-04-10 06:10:26,188.31,CARD,PENDING
e2497e3f-964d-47ab-915c-d4fc787c2953,AP-000143,2025-01-12 22:24:37,90.11,BANK_TRANSFER,PENDING
3044dcba-979c-4bdb-acba-f7943a4f2898,AP-000144,2026-06-18 04:11:16,62.54,CARD,FAILED
0328e200-e076-4e23-b754-824a8648fc06,AP-000144,2025-03-07 23:23:01,62.54,CARD,PENDING
b35f5d93-35bd-4a37-a536-c450ab878830,AP-000144,2024-09-16 19:19:40,62.54,DIRECT_DEBIT,PENDING
2dd1df55-4ad1-407e-9089-c0a3c4f47195,AP-000144,2024-06-24 11:51:44,62.54,DIRECT_DEBIT,SUCCESS
cc2ba3f0-fe95-4f3b-a777-4594d7a4fd7c,AP-000144,2025-04-19 07:44:31,62.54,BANK_TRANSFER,PENDING
087ee8af-dbf7-46ae-a744-e16248a13559,AP-000144,2024-06-12 01:32:27,62.54,BANK_TRANSFER,FAILED
ca48e62e-acfe-4552-9eb1-d51cc96e5e1b,AP-000145,2026-05-13 21:10:06,38.62,DIRECT_DEBIT,PENDING
4253ba4a-b3ee-44c5-93ca-43c9b082f732,AP-000145,2026-04-07 10:36:52,38.62,CARD,SUCCESS
aca7fb90-9cc8-4d62-b501-6e61fd9db297,AP-000145,2023-08-22 07:43:11,38.62,BANK_TRANSFER,PENDING
48cf5f4b-64a4-4e7f-94ea-ae777c622b96,AP-000145,2023-04-18 11:38:13,38.62,BANK_TRANSFER,FAILED
6df9d91d-038f-4074-8138-5ccf5c3c3617,AP-000145,2025-04-14 09:34:11,38.62,CARD,PENDING
5440be1e-5551-4628-9187-efab8f71b742,AP-000146,2026-05-06 21:27:35,169.08,CARD,PENDING
4b667c45-ef84-40c9-8503-6fa0530e03cd,AP-000146,2026-03-04 11:01:51,169.08,CARD,FAILED
33c22635-56b8-4d39-ab5e-cdd5db4d5012,AP-000147,2026-01-02 21:04:56,169.28,BANK_TRANSFER,PENDING
527451aa-03a3-46ad-9655-383d4c4dfeab,AP-000147,2026-07-06 12:57:37,169.28,DIRECT_DEBIT,FAILED
44957d7a-76eb-4643-b804-466d7bb01e52,AP-000147,2026-03-14 00:28:05,169.28,BANK_TRANSFER,PENDING
